Gene.symbol,adj.P.Val,negLog
ZNF516,6.63E-01,0.178486472
ZNF788,6.63E-01,0.178486472
ANXA13,6.64E-01,0.177831921
ATG9A,6.64E-01,0.177831921
ATXN3,6.64E-01,0.177831921
BOD1,6.64E-01,0.177831921
CNOT10,6.64E-01,0.177831921
CTAG1A,6.64E-01,0.177831921
CYP2A13,6.64E-01,0.177831921
DHRS11,6.64E-01,0.177831921
DNMT3L,6.64E-01,0.177831921
EOGT,6.64E-01,0.177831921
FAM13A-AS1,6.64E-01,0.177831921
HIST1H1C,6.64E-01,0.177831921
KREMEN2,6.64E-01,0.177831921
LOC407835,6.64E-01,0.177831921
MIR23B,6.64E-01,0.177831921
MZT1,6.64E-01,0.177831921
NPTX1,6.64E-01,0.177831921
OR7E24,6.64E-01,0.177831921
RB1,6.64E-01,0.177831921
RNPS1,6.64E-01,0.177831921
SLCO3A1,6.64E-01,0.177831921
SMTN,6.64E-01,0.177831921
UNG,6.64E-01,0.177831921
WDR46,6.64E-01,0.177831921
XRRA1,6.64E-01,0.177831921
ABHD16B,6.65E-01,0.177178355
ALDH9A1,6.65E-01,0.177178355
ALS2CR11,6.65E-01,0.177178355
BHMG1,6.65E-01,0.177178355
C14orf142,6.65E-01,0.177178355
CDR2L,6.65E-01,0.177178355
CHN1,6.65E-01,0.177178355
ENO2,6.65E-01,0.177178355
ESR2,6.65E-01,0.177178355
HAX1,6.65E-01,0.177178355
HSFY2,6.65E-01,0.177178355
INF2,6.65E-01,0.177178355
ITGAL,6.65E-01,0.177178355
KCNIP4,6.65E-01,0.177178355
LOC100288238,6.65E-01,0.177178355
MEP1B,6.65E-01,0.177178355
MPDU1,6.65E-01,0.177178355
MRPS11,6.65E-01,0.177178355
OR52A5,6.65E-01,0.177178355
OSTM1,6.65E-01,0.177178355
PANK1,6.65E-01,0.177178355
PHC3,6.65E-01,0.177178355
PHF2,6.65E-01,0.177178355
PLA2G2E,6.65E-01,0.177178355
RCC1,6.65E-01,0.177178355
SNORD100,6.65E-01,0.177178355
SNRNP25,6.65E-01,0.177178355
TMEM184C,6.65E-01,0.177178355
ZSWIM6,6.65E-01,0.177178355
ATP13A2,6.66E-01,0.176525771
AVIL,6.66E-01,0.176525771
CEP89,6.66E-01,0.176525771
CFAP45,6.66E-01,0.176525771
CLEC2D,6.66E-01,0.176525771
COPG1,6.66E-01,0.176525771
CR1,6.66E-01,0.176525771
FDPS,6.66E-01,0.176525771
FOXN4,6.66E-01,0.176525771
GDA,6.66E-01,0.176525771
GPR180,6.66E-01,0.176525771
H19,6.66E-01,0.176525771
HCLS1,6.66E-01,0.176525771
HOXC4,6.66E-01,0.176525771
INS-IGF2,6.66E-01,0.176525771
ITGA7,6.66E-01,0.176525771
KAT5,6.66E-01,0.176525771
LEMD2,6.66E-01,0.176525771
LOC649324,6.66E-01,0.176525771
LRRC16A,6.66E-01,0.176525771
MAP2K2,6.66E-01,0.176525771
MAT2B,6.66E-01,0.176525771
MED17,6.66E-01,0.176525771
MIR611,6.66E-01,0.176525771
MROH9,6.66E-01,0.176525771
MRPS18C,6.66E-01,0.176525771
MT1L,6.66E-01,0.176525771
NAIP,6.66E-01,0.176525771
P2RY11,6.66E-01,0.176525771
PDE8A,6.66E-01,0.176525771
PNPLA3,6.66E-01,0.176525771
PTPN20B,6.66E-01,0.176525771
RGS5,6.66E-01,0.176525771
SLC35G5,6.66E-01,0.176525771
SSB,6.66E-01,0.176525771
SYPL1,6.66E-01,0.176525771
TADA3,6.66E-01,0.176525771
TBCCD1,6.66E-01,0.176525771
UHRF1,6.66E-01,0.176525771
UNC45A,6.66E-01,0.176525771
WFDC13,6.66E-01,0.176525771
ZNF706,6.66E-01,0.176525771
ADAM3A,6.67E-01,0.175874166
ADRA1B,6.67E-01,0.175874166
APRT,6.67E-01,0.175874166
ASB12,6.67E-01,0.175874166
C8orf74,6.67E-01,0.175874166
CD200R1L,6.67E-01,0.175874166
CD300LG,6.67E-01,0.175874166
CD36,6.67E-01,0.175874166
CDC25C,6.67E-01,0.175874166
CLEC4C,6.67E-01,0.175874166
FXYD5,6.67E-01,0.175874166
GLB1L3,6.67E-01,0.175874166
HOOK3,6.67E-01,0.175874166
HSFX2,6.67E-01,0.175874166
INSR,6.67E-01,0.175874166
KLK15,6.67E-01,0.175874166
LINC00896,6.67E-01,0.175874166
PKMYT1,6.67E-01,0.175874166
PPP1R8,6.67E-01,0.175874166
RPL8,6.67E-01,0.175874166
SERPINA10,6.67E-01,0.175874166
SLC26A6,6.67E-01,0.175874166
SLC6A6,6.67E-01,0.175874166
SLCO4C1,6.67E-01,0.175874166
SNORA2B,6.67E-01,0.175874166
SNORD18B,6.67E-01,0.175874166
SPACA6P,6.67E-01,0.175874166
TCFL5,6.67E-01,0.175874166
TH,6.67E-01,0.175874166
USP45,6.67E-01,0.175874166
VPREB3,6.67E-01,0.175874166
AJUBA,6.68E-01,0.175223538
ANO4,6.68E-01,0.175223538
BAD,6.68E-01,0.175223538
CHD4,6.68E-01,0.175223538
EMC6,6.68E-01,0.175223538
FIP1L1,6.68E-01,0.175223538
GAB4,6.68E-01,0.175223538
GTF2H2,6.68E-01,0.175223538
HDX,6.68E-01,0.175223538
JAKMIP1,6.68E-01,0.175223538
KCNH2,6.68E-01,0.175223538
LBX1,6.68E-01,0.175223538
LOC100128288,6.68E-01,0.175223538
MT2A,6.68E-01,0.175223538
NAA10,6.68E-01,0.175223538
NLRP12,6.68E-01,0.175223538
NRG1,6.68E-01,0.175223538
OR4B1,6.68E-01,0.175223538
OR4B1,6.68E-01,0.175223538
PCDHGA9,6.68E-01,0.175223538
PDZD11,6.68E-01,0.175223538
PHLDA2,6.68E-01,0.175223538
PLEC,6.68E-01,0.175223538
PRRC2C,6.68E-01,0.175223538
RARRES1,6.68E-01,0.175223538
SEMA4C,6.68E-01,0.175223538
SPEF2,6.68E-01,0.175223538
SPTB,6.68E-01,0.175223538
SYNE2,6.68E-01,0.175223538
TSSK1B,6.68E-01,0.175223538
UNC79,6.68E-01,0.175223538
WDR24,6.68E-01,0.175223538
WNT7B,6.68E-01,0.175223538
XRCC6,6.68E-01,0.175223538
ZNF645,6.68E-01,0.175223538
ABCA10,6.69E-01,0.174573882
ALLC,6.69E-01,0.174573882
ANKRD20A3,6.69E-01,0.174573882
ARID3C,6.69E-01,0.174573882
C11orf40,6.69E-01,0.174573882
C6orf118,6.69E-01,0.174573882
CACNB2,6.69E-01,0.174573882
CCDC24,6.69E-01,0.174573882
CDC14B,6.69E-01,0.174573882
CDHR5,6.69E-01,0.174573882
ERVV-2,6.69E-01,0.174573882
FLJ16779,6.69E-01,0.174573882
FOXD4L3,6.69E-01,0.174573882
GSTTP2,6.69E-01,0.174573882
HEY2,6.69E-01,0.174573882
IQCF3,6.69E-01,0.174573882
MANEA,6.69E-01,0.174573882
MIRLET7F1,6.69E-01,0.174573882
MYPN,6.69E-01,0.174573882
NOC4L,6.69E-01,0.174573882
NXF2B,6.69E-01,0.174573882
OR6C75,6.69E-01,0.174573882
PEAK1,6.69E-01,0.174573882
RAB4A,6.69E-01,0.174573882
RASSF2,6.69E-01,0.174573882
SLC14A2,6.69E-01,0.174573882
SMARCB1,6.69E-01,0.174573882
SMG7,6.69E-01,0.174573882
SPINK6,6.69E-01,0.174573882
SSC5D,6.69E-01,0.174573882
SYNE4,6.69E-01,0.174573882
TFAP2A,6.69E-01,0.174573882
WDHD1,6.69E-01,0.174573882
ADAMTS8,6.70E-01,0.173925197
CCDC181,6.70E-01,0.173925197
CTNNB1,6.70E-01,0.173925197
CYP4V2,6.70E-01,0.173925197
FBXO17,6.70E-01,0.173925197
FBXO22,6.70E-01,0.173925197
FRG2,6.70E-01,0.173925197
FXYD6,6.70E-01,0.173925197
GJA10,6.70E-01,0.173925197
GPR146,6.70E-01,0.173925197
KBTBD4,6.70E-01,0.173925197
KCNQ3,6.70E-01,0.173925197
LINC00339,6.70E-01,0.173925197
NPR1,6.70E-01,0.173925197
NXPE3,6.70E-01,0.173925197
OR2T34,6.70E-01,0.173925197
OR7G2,6.70E-01,0.173925197
RSPH9,6.70E-01,0.173925197
SEMA3B,6.70E-01,0.173925197
SSB,6.70E-01,0.173925197
TANK,6.70E-01,0.173925197
TMEM218,6.70E-01,0.173925197
C20orf24,6.71E-01,0.17327748
DERL3,6.71E-01,0.17327748
ELF2,6.71E-01,0.17327748
ELK4,6.71E-01,0.17327748
GSK3B,6.71E-01,0.17327748
MYO5C,6.71E-01,0.17327748
NR3C1,6.71E-01,0.17327748
P2RX7,6.71E-01,0.17327748
PDCD2L,6.71E-01,0.17327748
PITPNM2,6.71E-01,0.17327748
PLXNB3,6.71E-01,0.17327748
RAB38,6.71E-01,0.17327748
ABCD2,6.72E-01,0.172630727
ANO3,6.72E-01,0.172630727
ANTXR1,6.72E-01,0.172630727
BASP1P1,6.72E-01,0.172630727
BLOC1S4,6.72E-01,0.172630727
C9orf72,6.72E-01,0.172630727
CDRT15P1,6.72E-01,0.172630727
CXCL16,6.72E-01,0.172630727
CYMP,6.72E-01,0.172630727
DGKB,6.72E-01,0.172630727
DKK3,6.72E-01,0.172630727
DTX3L,6.72E-01,0.172630727
FAM149B1,6.72E-01,0.172630727
FAM72D,6.72E-01,0.172630727
FBXW8,6.72E-01,0.172630727
FCRL5,6.72E-01,0.172630727
ITGB6,6.72E-01,0.172630727
KNDC1,6.72E-01,0.172630727
LIPG,6.72E-01,0.172630727
LOC100133985,6.72E-01,0.172630727
MYL2,6.72E-01,0.172630727
MZF1-AS1,6.72E-01,0.172630727
NAMPT,6.72E-01,0.172630727
OR6B3,6.72E-01,0.172630727
PDZD9,6.72E-01,0.172630727
PHF20L1,6.72E-01,0.172630727
PPFIBP1,6.72E-01,0.172630727
PRAMEF20,6.72E-01,0.172630727
PRDM10,6.72E-01,0.172630727
RFPL1S,6.72E-01,0.172630727
RFX3,6.72E-01,0.172630727
RFX3,6.72E-01,0.172630727
RPS7,6.72E-01,0.172630727
RTP1,6.72E-01,0.172630727
SDE2,6.72E-01,0.172630727
SLCO1A2,6.72E-01,0.172630727
SPG20,6.72E-01,0.172630727
TBCD,6.72E-01,0.172630727
VCL,6.72E-01,0.172630727
VENTXP1,6.72E-01,0.172630727
XRCC3,6.72E-01,0.172630727
ARL5B,6.73E-01,0.171984936
BPGM,6.73E-01,0.171984936
CERKL,6.73E-01,0.171984936
DYRK1A,6.73E-01,0.171984936
FJX1,6.73E-01,0.171984936
FNTA,6.73E-01,0.171984936
IFIT3,6.73E-01,0.171984936
INPPL1,6.73E-01,0.171984936
JAKMIP1,6.73E-01,0.171984936
KRTAP3-1,6.73E-01,0.171984936
LARP4,6.73E-01,0.171984936
LRRC37A6P,6.73E-01,0.171984936
MIR581,6.73E-01,0.171984936
MIR596,6.73E-01,0.171984936
NRDE2,6.73E-01,0.171984936
PPIE,6.73E-01,0.171984936
PXMP2,6.73E-01,0.171984936
RBM18,6.73E-01,0.171984936
RGS13,6.73E-01,0.171984936
RPS6KA1,6.73E-01,0.171984936
RRN3P1,6.73E-01,0.171984936
SCN8A,6.73E-01,0.171984936
SLC25A35,6.73E-01,0.171984936
SNORD38B,6.73E-01,0.171984936
ST7-OT4,6.73E-01,0.171984936
STK16,6.73E-01,0.171984936
TCTN3,6.73E-01,0.171984936
TDRD9,6.73E-01,0.171984936
TMEM120B,6.73E-01,0.171984936
TMEM126A,6.73E-01,0.171984936
ACOT1,6.74E-01,0.171340103
AFP,6.74E-01,0.171340103
AKIP1,6.74E-01,0.171340103
BMX,6.74E-01,0.171340103
CC2D1A,6.74E-01,0.171340103
CREB1,6.74E-01,0.171340103
CWC22,6.74E-01,0.171340103
EPS8L2,6.74E-01,0.171340103
FGA,6.74E-01,0.171340103
GPR158-AS1,6.74E-01,0.171340103
HAUS3,6.74E-01,0.171340103
IQCB1,6.74E-01,0.171340103
KCNK2,6.74E-01,0.171340103
MED29,6.74E-01,0.171340103
OR4F6,6.74E-01,0.171340103
PROSER1,6.74E-01,0.171340103
PTGR1,6.74E-01,0.171340103
RECQL5,6.74E-01,0.171340103
SERTAD4,6.74E-01,0.171340103
SLC22A20,6.74E-01,0.171340103
SLC22A5,6.74E-01,0.171340103
SYS1,6.74E-01,0.171340103
TNK2,6.74E-01,0.171340103
TRPV6,6.74E-01,0.171340103
TTC14,6.74E-01,0.171340103
TUBA3FP,6.74E-01,0.171340103
USP29,6.74E-01,0.171340103
ZNF35,6.74E-01,0.171340103
AK2,6.75E-01,0.170696227
ARL14EP,6.75E-01,0.170696227
CBWD1,6.75E-01,0.170696227
CCDC6,6.75E-01,0.170696227
CHRNA9,6.75E-01,0.170696227
CNNM3,6.75E-01,0.170696227
CREB1,6.75E-01,0.170696227
DGUOK,6.75E-01,0.170696227
DPH2,6.75E-01,0.170696227
H2AFY,6.75E-01,0.170696227
HMGCL,6.75E-01,0.170696227
IFIT3,6.75E-01,0.170696227
KANK1,6.75E-01,0.170696227
KNSTRN,6.75E-01,0.170696227
MIR147A,6.75E-01,0.170696227
MIR942,6.75E-01,0.170696227
NPIPB5,6.75E-01,0.170696227
NXF2,6.75E-01,0.170696227
RPS18,6.75E-01,0.170696227
SEC23B,6.75E-01,0.170696227
SERPINB4,6.75E-01,0.170696227
SKP1P2,6.75E-01,0.170696227
SLC6A19,6.75E-01,0.170696227
SULT1A1,6.75E-01,0.170696227
TACR2,6.75E-01,0.170696227
TGIF1,6.75E-01,0.170696227
UGT1A7,6.75E-01,0.170696227
VSIG2,6.75E-01,0.170696227
ALOX5,6.76E-01,0.170053304
ATM,6.76E-01,0.170053304
C15orf26,6.76E-01,0.170053304
C2orf74,6.76E-01,0.170053304
CGREF1,6.76E-01,0.170053304
FAM26D,6.76E-01,0.170053304
FBXO9,6.76E-01,0.170053304
GLIS2,6.76E-01,0.170053304
KIF15,6.76E-01,0.170053304
LOC646938,6.76E-01,0.170053304
MAGI1,6.76E-01,0.170053304
MPV17L,6.76E-01,0.170053304
MUC13,6.76E-01,0.170053304
NR6A1,6.76E-01,0.170053304
STK33,6.76E-01,0.170053304
TCF12,6.76E-01,0.170053304
TOX,6.76E-01,0.170053304
VSTM1,6.76E-01,0.170053304
ASB4,6.77E-01,0.169411331
ATG2B,6.77E-01,0.169411331
B9D1,6.77E-01,0.169411331
BEND6,6.77E-01,0.169411331
BRMS1,6.77E-01,0.169411331
C11orf30,6.77E-01,0.169411331
C16orf54,6.77E-01,0.169411331
DNAJB5,6.77E-01,0.169411331
EDC3,6.77E-01,0.169411331
EOGT,6.77E-01,0.169411331
GAD1,6.77E-01,0.169411331
GZMB,6.77E-01,0.169411331
IFNGR2,6.77E-01,0.169411331
LTB,6.77E-01,0.169411331
MDFI,6.77E-01,0.169411331
MIR362,6.77E-01,0.169411331
NCDN,6.77E-01,0.169411331
NHSL2,6.77E-01,0.169411331
NR2E3,6.77E-01,0.169411331
SIPA1L2,6.77E-01,0.169411331
SLC4A9,6.77E-01,0.169411331
SNORA72,6.77E-01,0.169411331
TRAF6,6.77E-01,0.169411331
ZNF320,6.77E-01,0.169411331
ZNF460,6.77E-01,0.169411331
ZNF670,6.77E-01,0.169411331
ZXDA,6.77E-01,0.169411331
ADARB1,6.78E-01,0.168770306
ARFGEF1,6.78E-01,0.168770306
CAPN10,6.78E-01,0.168770306
COG4,6.78E-01,0.168770306
COG7,6.78E-01,0.168770306
EPHA8,6.78E-01,0.168770306
ESF1,6.78E-01,0.168770306
FASTK,6.78E-01,0.168770306
FYB,6.78E-01,0.168770306
GPATCH11,6.78E-01,0.168770306
LUZP6,6.78E-01,0.168770306
MCTP1,6.78E-01,0.168770306
MIR525,6.78E-01,0.168770306
POMZP3,6.78E-01,0.168770306
PRDM16,6.78E-01,0.168770306
RPL19P12,6.78E-01,0.168770306
SERPINA1,6.78E-01,0.168770306
SMPDL3B,6.78E-01,0.168770306
SRRD,6.78E-01,0.168770306
ZNF433,6.78E-01,0.168770306
ZNF69,6.78E-01,0.168770306
ABCA11P,6.79E-01,0.168130226
ABCD2,6.79E-01,0.168130226
ANKRD44,6.79E-01,0.168130226
AP1G1,6.79E-01,0.168130226
ARFIP1,6.79E-01,0.168130226
ARL6IP5,6.79E-01,0.168130226
BDH1,6.79E-01,0.168130226
CNPY1,6.79E-01,0.168130226
COMMD4,6.79E-01,0.168130226
COX17,6.79E-01,0.168130226
CRLF2,6.79E-01,0.168130226
EBLN2,6.79E-01,0.168130226
EIF2B4,6.79E-01,0.168130226
EVC,6.79E-01,0.168130226
KLHL23,6.79E-01,0.168130226
LPA,6.79E-01,0.168130226
MKX,6.79E-01,0.168130226
MROH8,6.79E-01,0.168130226
NOA1,6.79E-01,0.168130226
NUDT1,6.79E-01,0.168130226
PACRG,6.79E-01,0.168130226
PANK2,6.79E-01,0.168130226
RAP1GDS1,6.79E-01,0.168130226
RBMY1J,6.79E-01,0.168130226
RPLP0,6.79E-01,0.168130226
RRM2B,6.79E-01,0.168130226
SMA4,6.79E-01,0.168130226
SMAD7,6.79E-01,0.168130226
TDRKH,6.79E-01,0.168130226
TRAF5,6.79E-01,0.168130226
TRPM3,6.79E-01,0.168130226
UTRN,6.79E-01,0.168130226
ZDHHC13,6.79E-01,0.168130226
ADAMTS20,6.80E-01,0.167491087
AP2S1,6.80E-01,0.167491087
AWAT2,6.80E-01,0.167491087
C9orf106,6.80E-01,0.167491087
CACNB4,6.80E-01,0.167491087
CHST7,6.80E-01,0.167491087
CLEC12A,6.80E-01,0.167491087
COPG2,6.80E-01,0.167491087
ENPP1,6.80E-01,0.167491087
FAM8A1,6.80E-01,0.167491087
FZR1,6.80E-01,0.167491087
GLYATL1,6.80E-01,0.167491087
GTF2F1,6.80E-01,0.167491087
HBQ1,6.80E-01,0.167491087
HSD11B1,6.80E-01,0.167491087
IL18BP,6.80E-01,0.167491087
MAGEA10,6.80E-01,0.167491087
MAP3K12,6.80E-01,0.167491087
MGC50722,6.80E-01,0.167491087
MIR1262,6.80E-01,0.167491087
MIR132,6.80E-01,0.167491087
MTO1,6.80E-01,0.167491087
NKIRAS1,6.80E-01,0.167491087
NLRP11,6.80E-01,0.167491087
OFCC1,6.80E-01,0.167491087
OR51V1,6.80E-01,0.167491087
PANK1,6.80E-01,0.167491087
PCSK6,6.80E-01,0.167491087
PGM1,6.80E-01,0.167491087
PIP4K2A,6.80E-01,0.167491087
PSMB10,6.80E-01,0.167491087
RPS23,6.80E-01,0.167491087
SLC7A13,6.80E-01,0.167491087
SSX1,6.80E-01,0.167491087
TRIM55,6.80E-01,0.167491087
ZNF117,6.80E-01,0.167491087
ZNF311,6.80E-01,0.167491087
EFCAB11,6.81E-01,0.166852888
FGF12,6.81E-01,0.166852888
FGFRL1,6.81E-01,0.166852888
LINC00672,6.81E-01,0.166852888
MILR1,6.81E-01,0.166852888
ONECUT2,6.81E-01,0.166852888
PREB,6.81E-01,0.166852888
PRR20A,6.81E-01,0.166852888
RIPPLY1,6.81E-01,0.166852888
SEC13,6.81E-01,0.166852888
SLC35E3,6.81E-01,0.166852888
SLC43A2,6.81E-01,0.166852888
SLC6A11,6.81E-01,0.166852888
SNX14,6.81E-01,0.166852888
SPANXA1,6.81E-01,0.166852888
SPTA1,6.81E-01,0.166852888
UACA,6.81E-01,0.166852888
VTI1A,6.81E-01,0.166852888
ANKS1B,6.82E-01,0.166215625
ARL4C,6.82E-01,0.166215625
DMD,6.82E-01,0.166215625
FZR1,6.82E-01,0.166215625
MIR656,6.82E-01,0.166215625
PGLYRP2,6.82E-01,0.166215625
PLEKHA4,6.82E-01,0.166215625
PTPRK,6.82E-01,0.166215625
RFPL1,6.82E-01,0.166215625
TFCP2,6.82E-01,0.166215625
TXK,6.82E-01,0.166215625
ZIK1,6.82E-01,0.166215625
ZNF17,6.82E-01,0.166215625
ADCY3,6.83E-01,0.165579296
BMP10,6.83E-01,0.165579296
C9orf116,6.83E-01,0.165579296
DNMT3A,6.83E-01,0.165579296
EPB41L4B,6.83E-01,0.165579296
GRIA3,6.83E-01,0.165579296
GUCY2D,6.83E-01,0.165579296
HEBP2,6.83E-01,0.165579296
LRRC55,6.83E-01,0.165579296
MAN1A2,6.83E-01,0.165579296
MIR623,6.83E-01,0.165579296
MOCS1,6.83E-01,0.165579296
PIGH,6.83E-01,0.165579296
PSG3,6.83E-01,0.165579296
PVALB,6.83E-01,0.165579296
RAD52,6.83E-01,0.165579296
RCE1,6.83E-01,0.165579296
RPSAP58,6.83E-01,0.165579296
SLC19A1,6.83E-01,0.165579296
SUDS3,6.83E-01,0.165579296
TAC3,6.83E-01,0.165579296
TRMT1L,6.83E-01,0.165579296
TTTY18,6.83E-01,0.165579296
WDR49,6.83E-01,0.165579296
C3orf38,6.84E-01,0.164943898
CEP63,6.84E-01,0.164943898
GJB1,6.84E-01,0.164943898
GK,6.84E-01,0.164943898
GTPBP3,6.84E-01,0.164943898
LSS,6.84E-01,0.164943898
ME3,6.84E-01,0.164943898
NHP2,6.84E-01,0.164943898
OR5D14,6.84E-01,0.164943898
PPARD,6.84E-01,0.164943898
PRB1,6.84E-01,0.164943898
RNF207,6.84E-01,0.164943898
SLC30A10,6.84E-01,0.164943898
TAS2R3,6.84E-01,0.164943898
UCN2,6.84E-01,0.164943898
ZDHHC9,6.84E-01,0.164943898
ZNF326,6.84E-01,0.164943898
ZNF667,6.84E-01,0.164943898
ANKRD20A9P,6.85E-01,0.164309429
APOL2,6.85E-01,0.164309429
CCL4L1,6.85E-01,0.164309429
CD99L2,6.85E-01,0.164309429
CDK5RAP1,6.85E-01,0.164309429
DCAF6,6.85E-01,0.164309429
ELMO1,6.85E-01,0.164309429
ENPP7,6.85E-01,0.164309429
FGF14,6.85E-01,0.164309429
GPR135,6.85E-01,0.164309429
HSPA4,6.85E-01,0.164309429
IP6K2,6.85E-01,0.164309429
IQCH,6.85E-01,0.164309429
KCNA1,6.85E-01,0.164309429
LAD1,6.85E-01,0.164309429
MED16,6.85E-01,0.164309429
MIR578,6.85E-01,0.164309429
NRXN2,6.85E-01,0.164309429
OR56A5,6.85E-01,0.164309429
PPP4R2,6.85E-01,0.164309429
PYGM,6.85E-01,0.164309429
RASSF10,6.85E-01,0.164309429
RFXANK,6.85E-01,0.164309429
RPE65,6.85E-01,0.164309429
SCARNA17,6.85E-01,0.164309429
SCML4,6.85E-01,0.164309429
SERPINA1,6.85E-01,0.164309429
SLC8A3,6.85E-01,0.164309429
SP110,6.85E-01,0.164309429
TMEM191B,6.85E-01,0.164309429
WDR72,6.85E-01,0.164309429
AKR1C2,6.86E-01,0.163675884
CSNK2A1,6.86E-01,0.163675884
CYB561D2,6.86E-01,0.163675884
FCGR3B,6.86E-01,0.163675884
HFE,6.86E-01,0.163675884
KCNG4,6.86E-01,0.163675884
LINC00583,6.86E-01,0.163675884
LPAR3,6.86E-01,0.163675884
MORN1,6.86E-01,0.163675884
NPHP3-AS1,6.86E-01,0.163675884
PGP,6.86E-01,0.163675884
PTTG1IP,6.86E-01,0.163675884
PXMP4,6.86E-01,0.163675884
SLAMF7,6.86E-01,0.163675884
SLC25A10,6.86E-01,0.163675884
SNORD27,6.86E-01,0.163675884
TLL2,6.86E-01,0.163675884
TRNP1,6.86E-01,0.163675884
WNK3,6.86E-01,0.163675884
YTHDC1,6.86E-01,0.163675884
ZNHIT6,6.86E-01,0.163675884
CEACAM16,6.87E-01,0.163043263
DDX56,6.87E-01,0.163043263
DIAPH2,6.87E-01,0.163043263
IVD,6.87E-01,0.163043263
KCNJ4,6.87E-01,0.163043263
LINC00574,6.87E-01,0.163043263
MIR1-1,6.87E-01,0.163043263
OAS3,6.87E-01,0.163043263
PTPN20B,6.87E-01,0.163043263
RICTOR,6.87E-01,0.163043263
RPA1,6.87E-01,0.163043263
S100PBP,6.87E-01,0.163043263
SEMA6D,6.87E-01,0.163043263
SLC45A2,6.87E-01,0.163043263
SPINK6,6.87E-01,0.163043263
TAS2R46,6.87E-01,0.163043263
TMEM33,6.87E-01,0.163043263
VCY,6.87E-01,0.163043263
VPS53,6.87E-01,0.163043263
ZDHHC11,6.87E-01,0.163043263
ZNF503,6.87E-01,0.163043263
ARHGAP42,6.88E-01,0.162411562
BANP,6.88E-01,0.162411562
BTN2A2,6.88E-01,0.162411562
C16orf78,6.88E-01,0.162411562
C6orf120,6.88E-01,0.162411562
CSGALNACT2,6.88E-01,0.162411562
DDX39B,6.88E-01,0.162411562
DRAM2,6.88E-01,0.162411562
GAGE12B,6.88E-01,0.162411562
IL25,6.88E-01,0.162411562
KCNJ18,6.88E-01,0.162411562
LINC00094,6.88E-01,0.162411562
MIRLET7A1,6.88E-01,0.162411562
OR6C65,6.88E-01,0.162411562
P2RX5,6.88E-01,0.162411562
PCDHB6,6.88E-01,0.162411562
RFWD2,6.88E-01,0.162411562
SERF1B,6.88E-01,0.162411562
SGMS2,6.88E-01,0.162411562
SNX18,6.88E-01,0.162411562
SPINT2,6.88E-01,0.162411562
SRA1,6.88E-01,0.162411562
TRH,6.88E-01,0.162411562
TRIM23,6.88E-01,0.162411562
TUB,6.88E-01,0.162411562
WNT9B,6.88E-01,0.162411562
BCKDHB,6.89E-01,0.161780778
BDKRB2,6.89E-01,0.161780778
C14orf183,6.89E-01,0.161780778
CCDC180,6.89E-01,0.161780778
CYP4X1,6.89E-01,0.161780778
DMP1,6.89E-01,0.161780778
GPR171,6.89E-01,0.161780778
NEDD9,6.89E-01,0.161780778
NYX,6.89E-01,0.161780778
PAXIP1OS,6.89E-01,0.161780778
PKP4,6.89E-01,0.161780778
PRKAG2,6.89E-01,0.161780778
SNORD12,6.89E-01,0.161780778
STX19,6.89E-01,0.161780778
TRIM66,6.89E-01,0.161780778
USH2A,6.89E-01,0.161780778
ZSWIM3,6.89E-01,0.161780778
ACIN1,6.90E-01,0.161150909
ARMC8,6.90E-01,0.161150909
ARMC9,6.90E-01,0.161150909
CAPRIN2,6.90E-01,0.161150909
CASC10,6.90E-01,0.161150909
CASP7,6.90E-01,0.161150909
CCDC62,6.90E-01,0.161150909
EIF2B2,6.90E-01,0.161150909
FAM118B,6.90E-01,0.161150909
GTPBP10,6.90E-01,0.161150909
HFE,6.90E-01,0.161150909
KSR1,6.90E-01,0.161150909
LINC00346,6.90E-01,0.161150909
LRSAM1,6.90E-01,0.161150909
MIR222,6.90E-01,0.161150909
PNMA1,6.90E-01,0.161150909
POTEH,6.90E-01,0.161150909
PRICKLE3,6.90E-01,0.161150909
RNF149,6.90E-01,0.161150909
TENM3,6.90E-01,0.161150909
TMEM254-AS1,6.90E-01,0.161150909
USP17L5,6.90E-01,0.161150909
ZHX1,6.90E-01,0.161150909
C11orf80,6.91E-01,0.160521953
CC2D2B,6.91E-01,0.160521953
CD82,6.91E-01,0.160521953
CTAGE5,6.91E-01,0.160521953
DUSP14,6.91E-01,0.160521953
GRIA1,6.91E-01,0.160521953
KEL,6.91E-01,0.160521953
LIMD1,6.91E-01,0.160521953
LYSMD1,6.91E-01,0.160521953
MIR624,6.91E-01,0.160521953
OCA2,6.91E-01,0.160521953
PEX16,6.91E-01,0.160521953
SNORD55,6.91E-01,0.160521953
STC1,6.91E-01,0.160521953
TCEB1,6.91E-01,0.160521953
TIFAB,6.91E-01,0.160521953
ZNF780B,6.91E-01,0.160521953
ANGEL1,6.92E-01,0.159893906
ARL6IP4,6.92E-01,0.159893906
ATP5EP2,6.92E-01,0.159893906
DCP1B,6.92E-01,0.159893906
GRB10,6.92E-01,0.159893906
KIF16B,6.92E-01,0.159893906
SLC38A2,6.92E-01,0.159893906
TMEM14E,6.92E-01,0.159893906
UBE2E3,6.92E-01,0.159893906
WASH3P,6.92E-01,0.159893906
WDR37,6.92E-01,0.159893906
ABCC6,6.93E-01,0.159266765
APOBEC1,6.93E-01,0.159266765
